timestamp,action_state,distance_scale,stop_certainty,policy_inference,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
15.0918,idle,0.0,0.0,0,0,-0.3,-7.01,0.0,0,0,13.17,-0.0,13.15,0.4,48,24,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0918,idle,0.0,0.0,0,0,-0.2,-6.94,0.0,0,0,13.17,-0.0,13.15,0.4,47,24,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0918,idle,0.0,0.0,0,1,-0.17,-6.92,0.0,0,0,13.17,-0.0,13.15,0.41,43,22,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0918,idle,0.0,0.0,0,0,-0.19,-6.98,0.0,0,0,13.16,-0.0,13.13,0.55,41,18,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0918,idle,0.0,0.0,0,0,-0.16,-6.91,0.0,0,0,13.17,-0.0,13.14,0.49,46,19,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.0919,idle,0.0,0.0,0,0,-0.24,-6.95,0.0,0,0,13.17,-0.0,13.15,0.42,48,18,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0919,idle,0.0,0.0,0,0,-0.31,-6.89,0.0,0,0,13.17,-0.0,13.15,0.4,51,18,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0919,idle,0.0,0.0,0,0,-0.17,-6.94,0.0,0,0,13.17,-0.0,13.15,0.42,49,21,24.7,50.0,1017.7,0,0,0,0,stop,0.0
15.092,idle,0.0,0.0,0,0,-0.13,-7.07,0.0,0,0,13.17,-0.0,13.15,0.4,46,19,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.092,idle,0.0,0.0,0,0,-0.16,-7.0,0.0,0,0,13.17,-0.0,13.15,0.42,43,20,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.092,idle,0.0,0.0,0,0,-0.17,-6.89,0.0,0,0,13.14,-0.0,13.14,0.53,47,25,24.7,50.0,1017.6,0,0,0,0,stop,0.0
15.092,idle,0.0,0.0,0,0,-0.24,-6.98,0.0,0,0,13.15,-0.0,13.14,0.45,42,19,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0921,idle,0.0,0.0,0,0,-0.14,-7.03,0.0,0,0,13.17,-0.0,13.15,0.41,42,21,24.7,50.0,1017.7,0,0,0,0,stop,0.0
15.0921,idle,0.0,0.0,0,0,-0.06,-7.07,0.0,0,0,13.17,-0.0,13.15,0.42,42,25,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0921,idle,0.0,0.0,0,0,-0.17,-6.97,0.0,0,0,13.17,-0.0,13.15,0.4,48,25,24.7,50.0,1017.7,0,0,0,0,stop,0.0
15.0921,idle,0.0,0.0,0,0,-0.25,-7.05,0.0,0,0,13.17,-0.0,13.15,0.4,44,26,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0922,idle,0.0,0.0,0,0,-0.25,-7.05,0.0,0,0,13.17,-0.0,13.15,0.4,49,19,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.0922,idle,0.0,0.0,0,0,-0.16,-6.93,0.0,0,0,13.17,-0.0,13.15,0.41,46,19,24.7,50.0,1017.6,0,0,0,0,stop,0.0
15.0922,idle,0.0,0.0,0,0,-0.05,-7.04,0.0,0,0,13.14,-0.0,13.15,0.41,40,25,24.7,50.0,1017.6,0,0,0,0,stop,0.0
15.0923,idle,0.0,0.0,0,0,-0.27,-7.02,0.0,0,0,13.15,-0.0,13.14,0.48,48,19,24.7,50.0,1017.7,0,0,0,0,stop,0.0
15.0923,idle,0.0,0.0,0,0,-0.05,-6.81,0.0,0,0,13.17,-0.0,13.15,0.4,48,17,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.0923,idle,0.0,0.0,0,0,-0.36,-6.95,0.0,0,0,13.17,-0.0,13.15,0.42,43,20,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.0923,idle,0.0,0.0,0,0,0.02,-7.01,0.0,0,0,13.17,-0.0,13.15,0.4,47,20,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0924,idle,0.0,0.0,0,0,-0.25,-6.94,0.0,0,0,13.17,-0.0,13.15,0.42,45,24,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.0924,idle,0.0,0.0,0,0,0.02,-7.67,0.0,0,0,13.17,-0.0,13.15,0.4,43,22,24.7,49.9,1017.6,0,0,0,0,stop,0.0
15.0924,idle,0.0,0.0,0,0,-0.17,-7.02,0.0,0,0,13.16,-0.0,13.15,0.42,42,22,24.7,49.8,1017.6,0,0,0,0,stop,0.0
15.0925,idle,0.0,0.0,0,0,-0.39,-6.32,0.0,0,0,13.14,-0.0,13.15,0.49,46,18,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0925,idle,0.0,0.0,0,0,0.31,-7.09,0.0,0,0,13.15,-0.0,13.14,0.48,46,18,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0925,idle,0.0,0.0,0,0,-0.6,-7.59,0.0,0,0,13.17,-0.0,13.15,0.4,47,20,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0925,idle,0.0,0.0,0,0,0.02,-6.6,0.0,0,0,13.17,-0.0,13.15,0.4,46,20,24.7,49.9,1017.7,0,0,0,0,stop,0.0
15.0926,idle,0.0,0.0,0,0,-0.38,-6.87,0.0,0,0,13.17,-0.0,13.15,0.41,49,19,24.7,50.0,1017.7,0,0,0,0,stop,0.0
15.0926,idle,0.0,0.0,0,0,-0.24,-7.26,0.0,0,0,13.17,-0.0,13.15,0.4,41,25,24.7,50.0,1017.7,0,0,0,0,stop,0.0
15.0926,idle,0.0,0.0,0,0,-0.08,-7.07,0.0,0,0,13.17,-0.0,13.15,0.4,48,18,24.7,49.9,1017.7,0,0,0,0,stop,0.0
