timestamp,action_state,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
17.064,idle,0,-0.08,-3.84,0.0,0,0,13.16,-0.0,13.14,0.41,62,22,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.064,idle,1,-0.11,-3.97,0.0,0,0,13.16,-0.0,13.14,0.42,59,27,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.064,idle,0,-0.11,-3.95,0.0,0,0,13.16,-0.0,13.14,0.42,61,27,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.064,idle,0,-0.09,-3.94,0.0,0,0,13.16,-0.0,13.15,0.41,62,26,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0641,idle,0,-0.03,-3.83,0.0,0,0,13.16,-0.0,13.14,0.43,60,20,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0641,idle,0,-0.11,-3.89,0.0,0,0,13.15,-0.0,13.14,0.42,58,27,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0641,idle,0,-0.2,-3.96,0.0,0,0,13.16,-0.0,13.11,0.54,54,23,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0641,idle,0,-0.11,-3.79,0.0,0,0,13.16,-0.0,13.12,0.51,61,20,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0642,idle,0,-0.11,-3.84,0.0,0,0,13.16,-0.0,13.14,0.41,56,20,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0642,idle,0,-0.03,-3.85,0.0,0,0,13.16,-0.0,13.15,0.42,62,22,26.3,50.9,1008.4,0,0,0,0,stop,0.0
17.0642,idle,0,-0.16,-3.82,0.0,0,0,13.16,-0.0,13.14,0.41,60,21,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0643,idle,0,-0.05,-3.83,0.0,0,0,13.16,-0.0,13.14,0.41,56,18,26.3,51.1,1008.4,0,0,0,0,stop,0.0
17.0643,idle,0,0.0,-3.85,0.0,0,0,13.16,-0.0,13.14,0.41,54,27,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0643,idle,0,-0.02,-3.93,0.0,0,0,13.16,-0.0,13.14,0.42,62,21,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0644,idle,0,-0.2,-3.83,0.0,0,0,13.14,-0.0,13.11,0.53,54,27,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0644,idle,0,-0.05,-3.78,0.0,0,0,13.14,-0.0,13.13,0.5,61,21,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0644,idle,0,0.03,-3.94,0.0,0,0,13.16,-0.0,13.15,0.42,58,25,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0644,idle,0,-0.17,-3.96,0.0,0,0,13.16,-0.0,13.14,0.43,59,20,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0645,idle,0,-0.14,-3.81,0.0,0,0,13.16,-0.0,13.14,0.41,59,26,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0645,idle,0,0.0,-3.82,0.0,0,0,13.16,-0.0,13.14,0.42,57,18,26.3,51.0,1008.5,0,0,0,0,stop,0.0
17.0645,idle,0,-0.08,-3.85,0.0,0,0,13.16,-0.0,13.14,0.41,62,23,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0645,idle,0,-0.05,-3.86,0.0,0,0,13.16,-0.0,13.14,0.43,55,26,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0646,idle,0,-0.09,-3.81,0.0,0,0,13.16,-0.0,13.14,0.49,56,19,26.3,51.0,1008.5,0,0,0,0,stop,0.0
17.0646,idle,0,-0.05,-3.89,0.0,0,0,13.15,-0.0,13.14,0.49,53,26,26.3,51.0,1008.5,0,0,0,0,stop,0.0
17.0646,idle,0,-0.03,-3.86,0.0,0,0,13.16,-0.0,13.14,0.5,55,25,26.3,51.0,1008.5,0,0,0,0,stop,0.0
17.0646,idle,0,-0.06,-3.94,0.0,0,0,13.16,-0.0,13.15,0.42,60,22,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0647,idle,0,-0.16,-3.85,0.0,0,0,13.16,-0.0,13.14,0.41,58,20,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0647,idle,0,-0.03,-3.88,0.0,0,0,13.16,-0.0,13.15,0.41,61,25,26.3,51.0,1008.4,0,0,0,0,stop,0.0
17.0647,idle,0,0.02,-3.89,0.0,0,0,13.16,-0.0,13.14,0.41,57,26,26.3,51.0,1008.4,0,0,0,0,stop,0.0
