timestamp,action_state,distance_scale,stop_certainty,policy_inference,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
14.5049,idle,0.3,0.0,0,0,-0.06,-6.75,0.0,0,0,13.17,-0.0,13.16,0.42,22,4,24.2,51.3,1017.4,0,0,0,0,stop,0.0
14.505,idle,0.3,0.0,0,1,-0.02,-6.85,0.0,0,0,13.17,-0.0,13.16,0.4,25,6,24.2,51.3,1017.4,0,0,0,0,stop,0.0
14.505,idle,0.3,0.0,0,0,-0.08,-6.67,0.0,0,0,13.17,-0.0,13.16,0.4,27,9,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5051,idle,0.3,0.0,0,0,-0.06,-6.74,0.0,0,0,13.17,-0.0,13.16,0.4,23,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5051,idle,0.3,0.0,0,0,-0.06,-6.78,0.0,0,0,13.17,-0.0,13.16,0.4,27,8,24.2,51.3,1017.4,0,0,0,0,stop,0.0
14.5051,idle,0.3,0.0,0,0,-0.08,-6.83,0.0,0,0,13.17,-0.0,13.16,0.4,27,4,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5051,idle,0.3,0.0,0,0,-0.16,-6.78,0.0,0,0,13.17,-0.0,13.14,0.48,18,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5051,idle,0.3,0.0,0,0,-0.11,-6.62,0.0,0,0,13.17,-0.0,13.16,0.5,26,10,24.2,51.3,1017.4,0,0,0,0,stop,0.0
14.5052,idle,0.3,0.0,0,0,0.0,-6.74,0.0,0,0,13.17,-0.0,13.16,0.4,24,10,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5052,idle,0.3,0.0,0,0,-0.17,-6.71,0.0,0,0,13.18,-0.0,13.16,0.4,21,12,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5052,idle,0.3,0.0,0,0,-0.17,-6.81,0.0,0,0,13.17,-0.0,13.16,0.4,28,7,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5053,idle,0.3,0.0,0,0,0.05,-6.63,0.0,0,0,13.17,-0.0,13.16,0.4,20,12,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5053,idle,0.3,0.0,0,0,-0.19,-6.78,0.0,0,0,13.16,-0.0,13.15,0.4,27,8,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5053,idle,0.3,0.0,0,0,-0.17,-6.64,0.0,0,0,13.16,-0.0,13.15,0.44,23,4,24.2,51.3,1017.4,0,0,0,0,stop,0.0
14.5053,idle,0.3,0.0,0,0,-0.02,-6.82,0.0,0,0,13.18,-0.0,13.16,0.41,22,4,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5054,idle,0.3,0.0,0,0,-0.06,-6.83,0.0,0,0,13.17,-0.0,13.16,0.4,24,5,24.2,51.1,1017.4,0,0,0,0,stop,0.0
14.5054,idle,0.3,0.0,0,0,-0.13,-6.71,0.0,0,0,13.17,-0.0,13.16,0.4,23,5,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5054,idle,0.3,0.0,0,0,-0.11,-6.79,0.0,0,0,13.18,-0.0,13.16,0.4,22,6,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5054,idle,0.3,0.0,0,0,-0.22,-6.72,0.0,0,0,13.17,-0.0,13.16,0.4,26,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5055,idle,0.3,0.0,0,0,-0.09,-6.82,0.0,0,0,13.16,-0.0,13.14,0.41,25,7,24.2,51.1,1017.4,0,0,0,0,stop,0.0
14.5055,idle,0.3,0.0,0,0,-0.13,-6.68,0.0,0,0,13.16,-0.0,13.16,0.46,23,9,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5055,idle,0.3,0.0,0,0,-0.13,-6.76,0.0,0,0,13.17,-0.0,13.16,0.4,26,4,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5056,idle,0.3,0.0,0,0,-0.08,-6.77,0.0,0,0,13.18,-0.0,13.16,0.4,25,6,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5056,idle,0.3,0.0,0,0,-0.03,-6.67,0.0,0,0,13.17,-0.0,13.16,0.4,23,6,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5056,idle,0.3,0.0,0,0,-0.13,-6.78,0.0,0,0,13.17,-0.0,13.16,0.4,20,7,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5056,idle,0.3,0.0,0,0,-0.14,-6.82,0.0,0,0,13.17,-0.0,13.16,0.4,23,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5057,idle,0.3,0.0,0,0,-0.03,-6.75,0.0,0,0,13.17,-0.0,13.16,0.4,19,9,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5057,idle,0.3,0.0,0,0,-0.03,-6.74,0.0,0,0,13.17,-0.0,13.14,0.48,25,9,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5057,idle,0.3,0.0,0,0,-0.22,-6.79,0.0,0,0,13.16,-0.0,13.14,0.48,24,5,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5057,idle,0.3,0.0,0,0,-0.11,-6.76,0.0,0,0,13.18,-0.0,13.16,0.4,23,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5058,idle,0.3,0.0,0,0,-0.14,-6.81,0.0,0,0,13.18,-0.0,13.16,0.4,22,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5058,idle,0.3,0.0,0,0,-0.08,-6.73,0.0,0,0,13.17,-0.0,13.16,0.41,18,7,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5058,idle,0.3,0.0,0,1,-0.13,-6.68,0.0,0,0,13.17,-0.0,13.16,0.4,21,3,24.2,51.3,1017.4,0,0,0,0,stop,0.0
14.5059,idle,0.3,0.0,0,0,0.03,-6.78,0.0,0,0,13.17,-0.0,13.16,0.4,19,10,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5059,idle,0.3,0.0,0,0,0.02,-6.84,0.0,0,0,13.17,-0.0,13.16,0.4,27,8,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5059,idle,0.3,0.0,0,0,-0.08,-6.61,0.0,0,0,13.17,-0.0,13.16,0.4,22,4,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5059,idle,0.3,0.0,0,0,-0.02,-6.69,0.0,0,0,13.16,-0.0,13.14,0.42,23,7,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.506,idle,0.3,0.0,0,0,0.03,-6.59,0.0,0,0,13.18,-0.0,13.16,0.46,17,10,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.506,idle,0.3,0.0,0,0,-0.03,-6.72,0.0,0,0,13.17,-0.0,13.16,0.4,20,11,24.2,51.2,1017.5,0,0,0,0,stop,0.0
14.506,idle,0.3,0.0,0,0,-0.14,-6.75,0.0,0,0,13.18,-0.0,13.16,0.39,19,11,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5061,idle,0.3,0.0,0,0,-0.09,-6.6,0.0,0,0,13.18,-0.0,13.16,0.4,24,6,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5061,idle,0.3,0.0,0,0,-0.06,-6.58,0.0,0,0,13.17,-0.0,13.16,0.4,20,13,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5061,idle,0.3,0.0,0,0,-0.03,-6.78,0.0,0,0,13.17,-0.0,13.16,0.4,24,10,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5061,idle,0.3,0.0,0,0,0.31,-8.08,0.0,0,0,13.18,-0.0,13.16,0.4,26,8,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5062,idle,0.3,0.0,0,0,-2.06,-2.23,0.0,0,0,13.16,-0.0,13.16,0.42,24,6,24.2,51.2,1017.4,0,0,0,0,stop,0.0
14.5062,idle,0.3,0.0,0,0,0.65,-11.63,0.0,0,0,13.16,-0.0,13.14,0.49,21,3,24.2,51.2,1017.4,0,0,0,0,stop,0.0
