timestamp,action_state,distance_scale,stop_certainty,policy_inference,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
14.5758,idle,0.3,0.0,0,0,-0.16,-6.8,0.0,0,0,13.17,-0.0,13.16,0.42,27,7,24.2,50.5,1017.5,0,0,0,0,stop,0.0
14.5758,idle,0.3,0.0,0,0,-0.31,-6.8,0.0,0,0,13.16,-0.0,13.15,0.44,20,6,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5758,idle,0.3,0.0,0,1,-0.27,-6.77,0.0,0,0,13.18,-0.0,13.16,0.41,25,4,24.2,50.6,1017.4,0,0,0,0,stop,0.0
14.5758,idle,0.3,0.0,0,0,-0.2,-6.89,0.0,0,0,13.17,-0.0,13.16,0.42,20,14,24.2,50.5,1017.5,0,0,0,0,stop,0.0
14.5758,idle,0.3,0.0,0,0,-0.25,-6.81,0.0,0,0,13.17,-0.0,13.16,0.4,20,14,24.2,50.6,1017.4,0,0,0,0,stop,0.0
14.5759,idle,0.3,0.0,0,0,-0.28,-6.7,0.0,0,0,13.17,-0.0,13.16,0.43,25,13,24.2,50.5,1017.5,0,0,0,0,stop,0.0
14.5759,idle,0.3,0.0,0,0,-0.2,-6.71,0.0,0,0,13.17,-0.0,13.16,0.4,20,14,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5759,idle,0.3,0.0,0,0,-0.27,-6.81,0.0,0,0,13.17,-0.0,13.16,0.42,21,11,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.576,idle,0.3,0.0,0,0,-0.25,-6.85,0.0,0,0,13.17,-0.0,13.14,0.42,24,13,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.576,idle,0.3,0.0,0,0,-0.17,-6.85,0.0,0,0,13.16,-0.0,13.15,0.43,20,7,24.2,50.5,1017.5,0,0,0,0,stop,0.0
14.576,idle,0.3,0.0,0,0,-0.33,-6.68,0.0,0,0,13.17,-0.0,13.16,0.4,26,9,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.576,idle,0.3,0.0,0,0,-0.24,-6.83,0.0,0,0,13.17,-0.0,13.16,0.42,24,7,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5761,idle,0.3,0.0,0,0,-0.24,-6.81,0.0,0,0,13.17,-0.0,13.16,0.41,29,10,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5761,idle,0.3,0.0,0,0,-0.31,-6.92,0.0,0,0,13.17,-0.0,13.15,0.42,28,9,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5761,idle,0.3,0.0,0,0,-0.24,-6.9,0.0,0,0,13.18,-0.0,13.16,0.4,23,6,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5761,idle,0.3,0.0,0,0,-0.17,-6.89,0.0,0,0,13.17,-0.0,13.16,0.4,23,6,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5762,idle,0.3,0.0,0,0,-0.19,-6.85,0.0,0,0,13.17,-0.0,13.16,0.41,23,15,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5762,idle,0.3,0.0,0,0,-0.19,-6.74,0.0,0,0,13.17,-0.0,13.14,0.53,27,9,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5762,idle,0.3,0.0,0,0,-0.22,-6.93,0.0,0,0,13.17,-0.0,13.14,0.47,26,10,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5763,idle,0.3,0.0,0,0,-0.19,-6.82,0.0,0,0,13.17,-0.0,13.16,0.41,22,11,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5763,idle,0.3,0.0,0,0,-0.16,-6.79,0.0,0,0,13.18,-0.0,13.16,0.41,22,7,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5763,idle,0.3,0.0,0,0,-0.2,-6.94,0.0,0,0,13.18,-0.0,13.16,0.41,22,14,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5763,idle,0.3,0.0,1,0,-0.32,-6.9,0.0,0,0,13.17,-0.0,13.16,0.4,25,12,24.2,50.5,1017.4,0,0,0,0,stop,0.0
14.5764,5,0.3000001311302185,3.877614603830909e-22,0,0,-0.22,-6.92,0.09,0,0,13.18,-0.0,13.16,0.42,27,11,24.2,50.5,1017.5,0,0,0,0,moving,0.0
14.5764,5,0.3000001311302185,3.877614603830909e-22,0,0,-0.05,-6.29,0.22,111,-113,12.56,-0.0,12.78,3.14,23,6,24.2,50.5,1017.4,0,0,0,0,moving,0.0
14.5764,5,0.3000001311302185,3.877614603830909e-22,0,0,-0.56,-7.01,0.4,471,-485,13.06,-0.0,12.86,3.11,19,11,24.2,50.5,1017.5,0,0,0,0,moving,0.0
14.5765,5,0.3000001311302185,3.877614603830909e-22,0,0,0.08,-6.86,0.58,905,-937,13.04,-0.0,13.0,1.29,22,11,24.2,50.6,1017.4,0,0,0,0,moving,0.0
14.5765,5,0.3000001311302185,3.877614603830909e-22,0,0,-0.3,-7.49,0.82,1354,-1407,13.07,-0.0,13.06,1.93,27,14,24.2,50.5,1017.5,0,0,0,0,moving,0.0
14.5765,5,0.3000001311302185,3.877614603830909e-22,0,0,-2.51,-11.45,0.97,1806,-1881,12.97,-0.0,13.11,0.7,22,11,24.2,50.5,1017.4,0,0,0,0,moving,0.0
14.5765,5,0.3000001311302185,3.877614603830909e-22,0,0,0.98,-5.45,1.16,2253,-2351,13.13,-0.0,12.92,2.38,23,6,24.2,50.6,1017.4,0,0,0,0,moving,0.0
