timestamp,action_state,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion
15.9122,idle,0,-0.19,-7.15,0,2,37,13.21,0,13.21,0.06,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9122,idle,0,-0.19,-7.15,0,0,29,13.21,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9123,idle,0,-0.19,-7.15,0,0,22,13.21,0,13.21,0.06,1,7,21.9,82.9,711.8,0,0,0,0,stop
15.9123,idle,0,-0.19,-7.15,0,0,16,13.22,0,13.21,0.06,0,8,21.9,82.9,711.8,0,0,0,0,stop
15.9123,idle,0,-0.19,-7.15,0,0,9,13.22,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9123,idle,0,-0.19,-7.15,0,0,2,13.22,0,13.21,0.06,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9124,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9124,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9124,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9125,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,1,9,21.9,82.9,711.8,0,0,0,0,stop
15.9125,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9125,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9125,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9126,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9126,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9126,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9127,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,1,5,21.9,82.9,711.8,0,0,0,0,stop
15.9127,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9127,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9127,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9128,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9128,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.07,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9128,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9129,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9129,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,1,8,21.9,82.9,711.8,0,0,0,0,stop
15.9129,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9129,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,1,5,21.9,82.9,711.8,0,0,0,0,stop
15.913,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,1,7,21.9,82.9,711.8,0,0,0,0,stop
15.913,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.913,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.06,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.913,4,0,-0.19,-7.15,0,11,-12,12.99,0,12.85,1.97,0,7,21.9,82.9,711.8,0,0,0,0,moving
15.9131,4,0,-0.19,-7.15,0,202,-205,12.78,0,13.11,0.84,0,8,21.9,82.9,711.8,0,0,0,0,moving
15.9131,4,0,-0.19,-7.15,0,495,-499,13.25,0,12.78,1.97,1,6,21.9,82.9,711.8,0,0,0,0,moving
15.9131,4,0,-0.19,-7.15,0,802,-814,12.9,0,12.88,1.85,1,6,21.9,82.9,711.8,0,0,0,0,moving
15.9132,4,0,-0.19,-7.15,0,1116,-1137,13.15,0,13.14,0.23,0,6,21.9,82.9,711.8,0,0,0,0,moving
15.9132,4,0,-0.19,-7.15,0,1431,-1461,13.07,0,12.96,1.38,0,10,21.9,82.9,711.8,0,0,0,0,moving
15.9132,4,0,-0.19,-7.15,0,1743,-1781,13.2,0,12.99,0.95,0,6,21.9,82.9,711.8,0,0,0,0,moving
15.9132,4,0,-0.19,-7.15,0,2058,-2105,12.89,0,12.9,1.49,0,6,21.9,82.9,711.8,0,0,0,0,moving
15.9133,4,0,-0.19,-7.15,0,2373,-2429,13.26,0,13.24,0.48,0,4,21.9,82.9,711.8,0,0,0,0,moving
15.9133,4,0,-0.19,-7.15,0,2684,-2749,13.16,0,12.84,0.16,0,7,21.9,82.9,711.8,0,0,0,0,moving
15.9133,4,0,-0.19,-7.15,0,2999,-3073,13.01,0,13.26,1.55,0,6,21.9,82.9,711.8,0,0,0,0,moving
15.9133,4,0,-0.19,-7.15,0,3314,-3397,12.95,0,13.18,0.23,0,6,21.9,82.9,711.8,0,0,0,0,moving
15.9134,4,0,-0.19,-7.15,0,223,-199,12.8,0,12.7,2.99,1,7,21.9,82.9,711.8,0,0,0,0,moving
15.9134,4,0,-0.19,-7.15,0,733,-220,12.79,0,12.66,1.45,0,5,21.9,82.9,711.8,0,0,0,0,moving
15.9134,4,0,-0.19,-7.15,0,1322,26,13.08,0,12.97,2.16,0,6,21.9,82.9,711.8,0,0,0,0,moving
15.9135,4,0,-0.19,-7.15,0,1926,426,12.92,0,12.98,1.3,0,7,21.9,82.9,711.8,0,0,0,0,moving
15.9135,4,0,-0.19,-7.15,0,2547,899,13.09,0,13.07,0.85,0,5,21.9,82.9,711.8,0,0,0,0,moving
15.9135,4,0,-0.19,-7.15,0,3175,1398,13.09,0,13.01,0.98,1,7,21.9,82.9,711.8,0,0,0,0,moving
15.9136,4,0,-0.19,-7.15,0,3807,1904,13.14,0,13.14,0.89,0,8,21.9,82.9,711.8,0,0,0,0,moving
15.9136,4,0,-0.19,-7.15,0,4441,2405,13.08,0,13.13,0.54,1,6,21.9,82.9,711.8,0,0,0,0,moving
15.9136,4,0,-0.19,-7.15,0,5071,2889,13.14,0,13.08,0.78,1,8,21.9,82.9,711.8,0,0,0,0,moving
15.9136,4,0,-0.19,-7.15,0,5705,3359,13.08,0,13.12,0.55,0,7,21.9,82.9,711.8,0,0,0,0,moving
15.9137,4,0,-0.19,-7.15,0,6246,3823,14.65,0,14.38,-0.17,0,7,21.9,82.9,711.8,0,0,0,0,moving
15.9137,4,0,-0.19,-7.15,0,87,125,13.21,0,13.21,0.07,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9137,4,0,-0.19,-7.15,0,77,114,13.22,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9138,4,0,-0.19,-7.15,0,68,104,13.22,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9138,4,0,-0.19,-7.15,0,57,89,13.21,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9138,idle,0,-0.19,-7.15,0,48,80,13.21,0,13.21,0.07,1,7,21.9,82.9,711.8,0,0,0,0,stop
15.9138,idle,1,-0.19,-7.15,0,42,74,13.21,0,13.21,0.07,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9139,idle,0,-0.19,-7.15,0,33,63,13.21,0,13.21,0.07,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9139,idle,0,-0.19,-7.15,0,27,55,13.21,0,13.21,0.07,1,6,21.9,82.9,711.8,0,0,0,0,stop
15.9139,idle,0,-0.19,-7.15,0,20,48,13.21,0,13.21,0.07,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9139,idle,0,-0.19,-7.15,0,12,38,13.21,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.914,idle,0,-0.19,-7.15,0,6,32,13.21,0,13.21,0.07,1,5,21.9,82.9,711.8,0,0,0,0,stop
15.914,idle,0,-0.19,-7.15,0,-1,26,13.21,0,13.21,0.07,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.914,idle,0,-0.19,-7.15,0,0,18,13.21,0,13.21,0.07,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.914,idle,0,-0.19,-7.15,0,0,12,13.21,0,13.21,0.07,2,6,21.9,82.9,711.8,0,0,0,0,stop
15.9141,idle,0,-0.19,-7.15,0,0,6,13.22,0,13.21,0.07,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9141,idle,0,-0.19,-7.15,0,0,-2,13.22,0,13.21,0.07,1,5,21.9,82.9,711.8,0,0,0,0,stop
15.9141,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9142,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,5,21.9,82.9,711.8,0,0,0,0,stop
15.9142,idle,0,-0.19,-7.15,0,0,0,13.22,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9142,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,7,21.9,82.9,711.8,0,0,0,0,stop
15.9142,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9143,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,8,21.9,82.9,711.8,0,0,0,0,stop
15.9143,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,6,21.9,82.9,711.8,0,0,0,0,stop
15.9143,idle,0,-0.19,-7.15,0,0,0,13.21,0,13.21,0.07,0,7,21.9,82.9,711.8,0,0,0,0,stop
