timestamp,action_state,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
12.4967,idle,0,-0.22,-7.28,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4967,idle,1,0.0,-7.32,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.5,1010.2,0,0,0,0,stop,0.0
12.4967,idle,0,-0.03,-7.41,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4967,idle,0,-0.13,-7.29,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.5,1010.2,0,0,0,0,stop,0.0
12.4968,idle,0,-0.1,-7.31,0.0,0,0,13.21,-0.0,13.2,0.08,2,7,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4968,idle,0,-0.16,-7.42,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4968,idle,0,-0.11,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4969,idle,0,-0.08,-7.17,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4969,idle,0,-0.21,-7.25,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4969,idle,0,-0.09,-7.26,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4969,idle,0,-0.08,-7.25,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.497,idle,0,-0.22,-7.44,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.497,idle,0,-0.09,-7.33,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.497,idle,0,-0.09,-7.23,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.7,56.5,1010.2,0,0,0,0,stop,0.0
12.4971,idle,0,-0.22,-7.28,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.7,56.5,1010.2,0,0,0,0,stop,0.0
12.4971,idle,0,-0.14,-7.32,0.0,0,0,13.21,-0.0,13.2,0.08,2,9,23.7,56.6,1010.2,0,0,0,0,stop,0.0
12.4971,idle,0,-0.11,-7.35,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.7,56.5,1010.2,0,0,0,0,stop,0.0
12.4971,idle,0,-0.24,-7.21,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.7,56.6,1010.2,0,0,0,0,stop,0.0
