timestamp,action_state,distance_scale,stop_certainty,policy_inference,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
15.2338,idle,0.0,0.0,0,0,-0.14,-4.3,0.0,0,0,13.16,-0.0,13.15,0.41,48,27,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2339,idle,0.0,0.0,0,1,-0.14,-4.14,0.0,0,0,13.16,-0.0,13.15,0.41,50,24,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2339,idle,0.0,0.0,0,0,-0.11,-4.31,0.0,0,0,13.16,-0.0,13.15,0.41,49,20,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2339,idle,0.0,0.0,0,0,-0.05,-4.22,0.0,0,0,13.16,-0.0,13.14,0.4,47,22,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2339,idle,0.0,0.0,0,0,0.06,-4.06,0.0,0,0,13.14,-0.0,13.13,0.4,53,25,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.234,idle,0.0,0.0,0,0,-0.05,-4.2,0.0,0,0,13.14,-0.0,13.14,0.44,51,22,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.234,idle,0.0,0.0,0,0,-0.02,-4.21,0.0,0,0,13.16,-0.0,13.15,0.4,53,24,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.234,idle,0.0,0.0,0,0,0.05,-4.23,0.0,0,0,13.16,-0.0,13.14,0.41,55,22,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2341,idle,0.0,0.0,0,0,-0.03,-4.04,0.0,0,0,13.16,-0.0,13.15,0.41,52,25,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2341,idle,0.0,0.0,0,0,-0.13,-4.24,0.0,0,0,13.16,-0.0,13.15,0.41,47,25,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2341,idle,0.0,0.0,0,0,0.02,-4.11,0.0,0,0,13.16,-0.0,13.14,0.4,54,22,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2341,idle,0.0,0.0,0,0,-0.05,-4.26,0.0,0,0,13.16,-0.0,13.14,0.41,53,21,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2342,idle,0.0,0.0,0,0,-0.03,-4.19,0.0,0,0,13.14,-0.0,13.13,0.41,54,24,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2342,idle,0.0,0.0,0,0,-0.11,-4.26,0.0,0,0,13.14,-0.0,13.13,0.48,49,20,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2342,idle,0.0,0.0,0,0,-0.05,-4.23,0.0,0,0,13.16,-0.0,13.15,0.4,51,23,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2342,idle,0.0,0.0,0,0,-0.02,-4.26,0.0,0,0,13.16,-0.0,13.15,0.41,50,18,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2343,idle,0.0,0.0,0,0,-0.13,-4.1,0.0,0,0,13.15,-0.0,13.15,0.41,49,21,24.8,48.6,1017.7,0,0,0,0,stop,0.0
15.2343,idle,0.0,0.0,0,0,-0.02,-4.12,0.0,0,0,13.16,-0.0,13.15,0.4,52,21,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2343,idle,0.0,0.0,0,0,-0.19,-4.38,0.0,0,0,13.16,-0.0,13.15,0.4,56,21,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2344,idle,0.0,0.0,0,0,0.05,-4.13,0.0,0,0,13.16,-0.0,13.15,0.41,48,27,24.8,48.4,1017.8,0,0,0,0,stop,0.0
15.2344,idle,0.0,0.0,0,0,0.0,-4.09,0.0,0,0,13.14,-0.0,13.12,0.5,53,20,24.8,48.6,1017.7,0,0,0,0,stop,0.0
15.2344,idle,0.0,0.0,0,0,-0.06,-4.27,0.0,0,0,13.14,-0.0,13.13,0.47,53,26,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2344,idle,0.0,0.0,0,0,-0.06,-4.27,0.0,0,0,13.16,-0.0,13.15,0.4,47,22,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2345,idle,0.0,0.0,0,0,-0.17,-4.22,0.0,0,0,13.16,-0.0,13.15,0.4,50,24,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2345,idle,0.0,0.0,0,0,0.0,-4.21,0.0,0,0,13.16,-0.0,13.15,0.4,55,24,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2345,idle,0.0,0.0,0,0,-0.02,-4.36,0.0,0,0,13.16,-0.0,13.14,0.4,48,23,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2346,idle,0.0,0.0,0,0,-0.17,-4.32,0.0,0,0,13.16,-0.0,13.15,0.4,50,26,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2346,idle,0.0,0.0,0,0,-0.02,-4.27,0.0,0,0,13.16,-0.0,13.15,0.41,46,26,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2346,idle,0.0,0.0,0,0,-0.13,-4.23,0.0,0,0,13.14,-0.0,13.14,0.4,53,25,24.8,48.5,1017.8,0,0,0,0,stop,0.0
15.2346,idle,0.0,0.0,0,0,-0.08,-4.24,0.0,0,0,13.14,-0.0,13.13,0.44,48,16,24.8,48.5,1017.7,0,0,0,0,stop,0.0
15.2347,idle,0.0,0.0,0,0,0.08,-4.29,0.0,0,0,13.16,-0.0,13.15,0.43,45,25,24.8,48.5,1017.7,0,0,0,0,stop,0.0
