timestamp,data_id,image_filename,image_height,image_width,image_channels,latest_command,sensor_imu_roll,sensor_imu_pitch,sensor_imu_yaw,sensor_imu_working,sensor_encoders_left,sensor_encoders_right,sensor_encoders_distance,sensor_current,sensor_ldr_left,sensor_ldr_right,sensor_environment_temperature,sensor_environment_humidity,sensor_environment_pressure,sensor_environment_working,sensor_bumpers_top,sensor_bumpers_bottom,sensor_bumpers_left,sensor_bumpers_right,sensor_mode,sensor_timestamp,random_type,random_angle,random_distance
2025-06-11T13:40:16.362882,18,img_000018_20250611_134016_362.jpg,480,640,3,"FORWARD,2.0",-0.46,-8.21,-17.81,True,6138,830,3537,-0.29,1,1,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663616.4144006,forward,0.0,2.0
2025-06-11T13:40:17.362883,19,img_000019_20250611_134017_362.jpg,480,640,3,"FORWARD,2.0",0.4,-2.56,-20.01,True,7248,381,3904,-0.04,0,0,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663617.413974,forward,0.0,2.0
2025-06-11T13:40:18.362916,20,img_000020_20250611_134018_362.jpg,480,640,3,"TURN,-60",-0.08,-6.19,-0.95,True,9034,-326,4417,-0.29,0,0,23.9,53.7,1017.5,True,0,0,0,0,turning,1749663618.4138021,turn,-60.0,0.0
2025-06-11T13:40:19.362883,21,img_000021_20250611_134019_362.jpg,480,640,3,"TURN,-60",-0.02,-5.69,-3.18,True,11915,-3147,4417,-0.29,0,0,23.9,53.7,1017.6,True,0,0,0,0,turning,1749663619.4139037,turn,-60.0,0.0
2025-06-11T13:40:20.362888,22,img_000022_20250611_134020_362.jpg,480,640,3,"TURN,-60",0.08,-5.9,-5.37,True,14797,-5971,4417,-0.29,0,0,23.9,53.6,1017.6,True,0,0,0,0,turning,1749663620.41422,turn,-60.0,0.0
2025-06-11T13:40:21.362880,23,img_000023_20250611_134021_362.jpg,480,640,3,"FORWARD,2.0",-0.24,-6.29,-7.45,True,1351,533,895,-0.29,5,0,23.9,53.6,1017.6,True,0,0,0,0,moving,1749663621.4141767,forward,0.0,2.0
2025-06-11T13:40:22.362883,24,img_000024_20250611_134022_362.jpg,480,640,3,"FORWARD,2.0",-0.15,-5.69,-9.55,True,1949,1226,1577,-0.29,0,6,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663622.4139547,forward,0.0,2.0
2025-06-11T13:40:23.362923,25,img_000025_20250611_134023_362.jpg,480,640,3,"FORWARD,2.0",0.1,-5.61,-11.63,True,2743,1107,1904,1.42,0,0,23.9,53.6,1017.6,True,0,0,0,0,moving,1749663623.4140306,forward,0.0,2.0
2025-06-11T13:40:24.362881,26,img_000026_20250611_134024_362.jpg,480,640,3,"FORWARD,2.0",0.2,-5.21,-13.59,True,3894,682,2269,-0.29,3,0,23.9,53.7,1017.5,True,0,0,0,0,moving,1749663624.4138887,forward,0.0,2.0
2025-06-11T13:40:25.362917,27,img_000027_20250611_134025_362.jpg,480,640,3,"FORWARD,2.0",-0.99,-6.7,-15.64,True,4641,382,2453,0.93,0,0,23.9,53.7,1017.5,True,0,0,0,0,moving,1749663625.4150665,forward,0.0,2.0
2025-06-11T13:40:26.362883,28,img_000028_20250611_134026_362.jpg,480,640,3,"FORWARD,2.0",0.15,-7.73,-17.98,True,6267,739,3404,-0.29,0,2,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663626.415836,forward,0.0,2.0
2025-06-11T13:40:27.362884,29,img_000029_20250611_134027_362.jpg,480,640,3,"FORWARD,2.0",-0.87,-1.57,-20.13,True,7756,1072,4360,0.2,0,0,23.9,53.6,1017.6,True,0,0,0,0,moving,1749663627.4115984,forward,0.0,2.0
2025-06-11T13:40:28.362881,30,img_000030_20250611_134028_362.jpg,480,640,3,"TURN,-60",0.54,-5.81,-1.16,True,9805,-594,4609,-0.29,2,0,23.9,53.6,1017.5,True,0,0,0,0,turning,1749663628.416245,turn,-60.0,0.0
2025-06-11T13:40:29.362917,31,img_000031_20250611_134029_362.jpg,480,640,3,"TURN,-60",-0.11,-5.39,-3.23,True,12686,-3412,4609,-0.29,0,0,23.9,53.7,1017.6,True,0,0,0,0,turning,1749663629.4115922,turn,-60.0,0.0
2025-06-11T13:40:30.363349,32,img_000032_20250611_134030_363.jpg,480,640,3,"TURN,-60",0.13,-6.1,-5.43,True,15578,-6241,4609,0.69,0,0,23.9,53.7,1017.5,True,0,0,0,0,turning,1749663630.4112494,turn,-60.0,0.0
2025-06-11T13:40:31.362885,33,img_000033_20250611_134031_362.jpg,480,640,3,"FORWARD,2.0",-0.37,-6.55,-7.5,True,1497,624,1025,-0.29,0,3,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663631.4124677,forward,0.0,2.0
2025-06-11T13:40:32.362886,34,img_000034_20250611_134032_362.jpg,480,640,3,"FORWARD,2.0",0.05,-5.77,-9.63,True,2069,1231,1639,-0.17,0,2,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663632.4098604,forward,0.0,2.0
2025-06-11T13:40:33.362882,35,img_000035_20250611_134033_362.jpg,480,640,3,"FORWARD,2.0",0.0,-5.8,-11.7,True,2903,1129,1989,-0.04,0,0,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663633.409494,forward,0.0,2.0
2025-06-11T13:40:34.362881,36,img_000036_20250611_134034_362.jpg,480,640,3,"FORWARD,2.0",0.53,-5.97,-13.71,True,3751,256,2023,-0.29,0,0,23.9,53.6,1017.5,True,0,0,0,0,moving,1749663634.409765,forward,0.0,2.0
2025-06-11T13:40:35.363273,37,img_000037_20250611_134035_363.jpg,480,640,3,"FORWARD,2.0",-2.32,-2.46,-15.67,True,5130,801,2944,-0.29,8,0,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663635.4101696,forward,0.0,2.0
2025-06-11T13:40:36.362880,38,img_000038_20250611_134036_362.jpg,480,640,3,"FORWARD,2.0",-0.79,-4.03,-17.77,True,5585,535,2948,-0.29,4,8,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663636.4103403,forward,0.0,2.0
2025-06-11T13:40:37.362880,39,img_000039_20250611_134037_362.jpg,480,640,3,"FORWARD,2.0",-1.13,-6.32,-19.91,True,7345,548,3828,0.44,0,3,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663637.4099813,forward,0.0,2.0
2025-06-11T13:40:38.362879,40,img_000040_20250611_134038_362.jpg,480,640,3,"TURN,-60",-0.18,-5.69,-0.63,True,9000,794,4276,-0.29,3,0,23.9,53.6,1017.5,True,0,0,0,0,turning,1749663638.4100184,turn,-60.0,0.0
2025-06-11T13:40:39.362882,41,img_000041_20250611_134039_362.jpg,480,640,3,"TURN,-60",-0.2,-6.0,-2.73,True,11884,-2006,4276,0.81,0,1,23.9,53.6,1017.6,True,0,0,0,0,turning,1749663639.4108286,turn,-60.0,0.0
2025-06-11T13:40:40.362880,42,img_000042_20250611_134040_362.jpg,480,640,3,"TURN,-60",0.34,-5.84,-4.75,True,14774,-4829,4276,-0.29,4,4,23.9,53.6,1017.6,True,0,0,0,0,turning,1749663640.4101915,turn,-60.0,0.0
2025-06-11T13:40:41.362881,43,img_000043_20250611_134041_362.jpg,480,640,3,"FORWARD,2.0",-0.91,-6.42,-6.76,True,1081,49,487,-0.29,0,0,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663641.4102712,forward,0.0,2.0
2025-06-11T13:40:42.362882,44,img_000044_20250611_134042_362.jpg,480,640,3,"FORWARD,2.0",-0.02,-5.86,-8.86,True,1944,1241,1572,0.93,0,0,23.9,53.6,1017.6,True,0,0,0,0,moving,1749663642.41079,forward,0.0,2.0
2025-06-11T13:40:43.362882,45,img_000045_20250611_134043_362.jpg,480,640,3,"FORWARD,2.0",-0.1,-5.92,-10.96,True,2668,1139,1879,-0.29,2,0,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663643.4098709,forward,0.0,2.0
2025-06-11T13:40:44.362881,46,img_000046_20250611_134044_362.jpg,480,640,3,"FORWARD,2.0",-0.18,-6.24,-13.1,True,3757,980,2416,0.81,0,2,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663644.4097831,forward,0.0,2.0
2025-06-11T13:40:45.362881,47,img_000047_20250611_134045_362.jpg,480,640,3,"FORWARD,2.0",-0.56,-7.36,-15.11,True,5171,779,3011,-0.04,0,0,23.9,53.7,1017.6,True,0,0,0,0,moving,1749663645.4097447,forward,0.0,2.0
