timestamp,action_state,state_instance,imu_roll,imu_pitch,imu_yaw,encoder_left,encoder_right,power_in_voltage,power_in_current,power_out_voltage,power_out_current,ldr_left,ldr_right,temperature,humidity,pressure,bumper_top,bumper_bottom,bumper_left,bumper_right,motion,Solar_In
12.5729,idle,0,-0.28,-7.36,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5729,idle,0,-0.25,-7.22,0.0,0,0,13.21,-0.0,13.2,0.08,2,3,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.573,idle,1,-0.28,-7.42,0.0,0,0,13.21,-0.0,13.2,0.08,0,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.573,idle,0,-0.35,-7.49,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.573,idle,0,-0.4,-7.3,0.0,0,0,13.21,-0.0,13.2,0.08,0,6,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5731,idle,0,-0.25,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,3,6,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5731,idle,0,-0.36,-7.51,0.0,0,0,13.21,-0.0,13.2,0.08,1,6,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5731,idle,0,-0.24,-7.36,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5731,idle,0,-0.24,-7.52,0.0,0,0,13.21,-0.0,13.2,0.08,1,6,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5732,idle,0,-0.28,-7.45,0.0,0,0,13.21,-0.0,13.2,0.08,0,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5732,idle,0,-0.35,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5732,idle,0,-0.44,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,2,9,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5732,idle,0,-0.22,-7.44,0.0,0,0,13.21,-0.0,13.2,0.08,0,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5733,idle,0,-0.24,-7.49,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5733,idle,0,-0.33,-7.46,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5733,idle,0,-0.3,-7.43,0.0,0,0,13.21,-0.0,13.2,0.08,1,3,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5734,idle,0,-0.41,-7.55,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5734,idle,0,-0.24,-7.53,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5734,idle,0,-0.35,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5734,idle,0,-0.24,-7.48,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5735,idle,0,-0.28,-7.35,0.0,0,0,13.21,-0.0,13.2,0.08,2,6,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5735,idle,0,-0.35,-7.43,0.0,0,0,13.21,-0.0,13.2,0.08,1,5,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5735,idle,0,-0.32,-7.48,0.0,0,0,13.21,-0.0,13.2,0.08,2,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5735,idle,0,-0.27,-7.29,0.0,0,0,13.21,-0.0,13.2,0.08,0,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5736,idle,0,-0.22,-7.34,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5736,idle,0,-0.33,-7.33,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5736,idle,0,-0.35,-7.42,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5737,idle,0,-0.28,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5737,idle,0,-0.22,-7.44,0.0,0,0,13.21,-0.0,13.2,0.08,2,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5737,idle,0,-0.21,-7.42,0.0,0,0,13.21,-0.0,13.2,0.08,2,8,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5737,idle,0,-0.39,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,1,9,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5738,idle,0,-0.38,-7.45,0.0,0,0,13.21,-0.0,13.2,0.08,1,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5738,idle,0,-0.3,-7.4,0.0,0,0,13.21,-0.0,13.2,0.08,2,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5738,idle,0,-0.27,-7.33,0.0,0,0,13.21,-0.0,13.2,0.08,2,7,23.9,55.8,1010.2,0,0,0,0,stop,0.0
12.5739,5,0,-0.13,-7.34,0.0,0,0,13.21,-0.0,13.2,0.08,1,8,23.9,55.7,1010.2,0,0,0,0,stop,0.0
12.5739,5,0,-0.17,-7.34,0.08,10,-11,12.85,-0.0,12.54,3.49,2,8,23.9,55.7,1010.2,0,0,0,0,moving,0.0
12.5739,5,0,0.12,-6.58,0.28,200,-203,13.16,-0.0,12.8,1.94,1,8,23.9,55.8,1010.2,0,0,0,0,moving,0.0
12.5739,5,0,-1.51,-10.0,0.45,491,-501,12.8,-0.0,13.14,2.09,1,4,23.9,55.8,1010.2,0,0,0,0,moving,0.0
12.574,5,0,0.72,-7.09,0.55,803,-820,12.93,-0.0,13.28,-0.01,2,7,23.9,55.7,1010.2,0,0,0,0,moving,0.0
12.574,5,0,-0.93,-6.3,0.72,1117,-1143,12.96,-0.0,12.8,1.97,2,7,23.9,55.7,1010.2,0,0,0,0,moving,0.0
12.574,5,0,0.76,-7.84,0.91,1429,-1464,13.17,-0.0,13.22,0.09,1,7,23.9,55.7,1010.3,0,0,0,0,moving,0.0
12.574,5,0,-0.45,-7.9,1.07,1744,-1787,12.87,-0.0,12.78,0.51,1,7,23.9,55.7,1010.2,0,0,0,0,moving,0.0
12.5741,5,0,0.0,-7.16,1.23,2059,-2111,13.26,-0.0,13.07,1.35,1,8,23.9,55.7,1010.2,0,0,0,0,moving,0.0
12.5741,5,0,-0.63,-7.26,1.4,2370,-2432,13.16,-0.0,12.92,1.23,2,7,23.9,55.7,1010.3,0,0,0,0,moving,0.0
12.5741,5,0,0.61,-7.43,1.59,2685,-2755,12.92,-0.0,13.19,0.35,2,7,23.9,55.8,1010.2,0,0,0,0,moving,0.0
12.5742,5,0,-0.11,-7.49,1.77,3000,-3079,12.93,-0.0,12.82,0.3,2,10,23.9,55.8,1010.2,0,0,0,0,moving,0.0
12.5742,5,0,-0.17,-6.61,1.93,3312,-3399,12.88,-0.0,12.79,2.12,1,8,23.9,55.7,1010.2,0,0,0,0,moving,0.0
